response	trial_index	task	participantID	age	gender	language	amE	comments	expression	cc	context
0.14	20	target	200	23	female	English	AmE	"""":""""""""}	again	noCC	explicitIgnorance
0.18	21	target	200	23	female	English	AmE	"""":""""""""}	see	Jayden rented a car	factL
0.11	22	target	200	23	female	English	AmE	"""":""""""""}	cleft	noCC	explicitIgnorance
0.64	23	target	200	23	female	English	AmE	"""":""""""""}	controlGood1	noCC	explicitIgnorance
0.63	24	target	200	23	female	English	AmE	"""":""""""""}	admit	Danny ate the last cupcake	factH
0.61	25	target	200	23	female	English	AmE	"""":""""""""}	suggest	Emily bought a car yesterday	explicitIgnorance
0.73	26	target	200	23	female	English	AmE	"""":""""""""}	acknowledge	Tony had a drink last night	factH
0.68	27	target	200	23	female	English	AmE	"""":""""""""}	establish	Mia drank 2 cocktails last night	explicitIgnorance
0.23	28	target	200	23	female	English	AmE	"""":""""""""}	know	Isabella ate a steak on Sunday	explicitIgnorance
0.62	29	target	200	23	female	English	AmE	"""":""""""""}	pretend	Julian dances salsa	factH
0.29	30	target	200	23	female	English	AmE	"""":""""""""}	be annoyed	Olivia sleeps until noon	explicitIgnorance
0.34	31	target	200	23	female	English	AmE	"""":""""""""}	controlGood3	noCC	other
0.28	32	target	200	23	female	English	AmE	"""":""""""""}	hear	Emma studied on Saturday morning	explicitIgnorance
0.54	33	target	200	23	female	English	AmE	"""":""""""""}	be right	Jon walks to work	factL
0.37	34	target	200	23	female	English	AmE	"""":""""""""}	too	noCC	explicitIgnorance
0.74	35	target	200	23	female	English	AmE	"""":""""""""}	controlGood4	noCC	other
0.15	36	target	200	23	female	English	AmE	"""":""""""""}	confess	Josh learned to ride a bike yesterday	factL
0.73	37	target	200	23	female	English	AmE	"""":""""""""}	discover	Josie went on vacation to France	explicitIgnorance
0.73	38	target	200	23	female	English	AmE	"""":""""""""}	controlGood2	noCC	explicitIgnorance
0.69	39	target	200	23	female	English	AmE	"""":""""""""}	say	Grace visited her sister	explicitIgnorance
0.63	40	target	200	23	female	English	AmE	"""":""""""""}	demonstrate	Jackson ran 10 miles	explicitIgnorance
0.31	41	target	200	23	female	English	AmE	"""":""""""""}	stop	noCC	explicitIgnorance
0.78	1	practice	78	33	female	English	AmE	"""":""""""""}	practice	noCC	other
0.09	3	practice	78	33	female	English	AmE	"""":""""""""}	practice	noCC	other
0.56	5	practice	78	33	female	English	AmE	"""":""""""""}	practice	noCC	other
0.93	7	practice	78	33	female	English	AmE	"""":""""""""}	practice	noCC	other
0.42	9	practice	78	33	female	English	AmE	"""":""""""""}	practice	noCC	other
0.11	11	practice	78	33	female	English	AmE	"""":""""""""}	practice	noCC	other
0.92	14	target	78	33	female	English	AmE	"""":""""""""}	controlGood1	noCC	explicitIgnorance
0.85	15	target	78	33	female	English	AmE	"""":""""""""}	acknowledge	Owen shoveled snow last winter	explicitIgnorance
0.72	16	target	78	33	female	English	AmE	"""":""""""""}	discover	Zoe calculated the tip	explicitIgnorance
0.78	17	target	78	33	female	English	AmE	"""":""""""""}	controlGood4	noCC	other
0.07	18	target	78	33	female	English	AmE	"""":""""""""}	establish	Charley speaks Spanish	factL
0.73	19	target	78	33	female	English	AmE	"""":""""""""}	cleft	noCC	explicitIgnorance
0.01	20	target	78	33	female	English	AmE	"""":""""""""}	admit	Mia drank 2 cocktails last night	factL
0.88	21	target	78	33	female	English	AmE	"""":""""""""}	controlGood3	noCC	other
0.9	22	target	78	33	female	English	AmE	"""":""""""""}	confess	Sophia got a tattoo	explicitIgnorance
0.72	23	target	78	33	female	English	AmE	"""":""""""""}	continue	noCC	explicitIgnorance
0.9	24	target	78	33	female	English	AmE	"""":""""""""}	too	noCC	explicitIgnorance
1	25	target	78	33	female	English	AmE	"""":""""""""}	know	Josie went on vacation to France	explicitIgnorance
1	26	target	78	33	female	English	AmE	"""":""""""""}	confirm	Danny ate the last cupcake	explicitIgnorance
0.82	27	target	78	33	female	English	AmE	"""":""""""""}	suggest	Frank got a cat	explicitIgnorance
0.87	28	target	78	33	female	English	AmE	"""":""""""""}	think	Isabella ate a steak on Sunday	factL
1	29	target	78	33	female	English	AmE	"""":""""""""}	controlGood2	noCC	explicitIgnorance
0.84	30	target	78	33	female	English	AmE	"""":""""""""}	reveal	Jackson ran 10 miles	explicitIgnorance
0.6	31	target	78	33	female	English	AmE	"""":""""""""}	pretend	Mary is pregnant	explicitIgnorance
0.8	32	target	78	33	female	English	AmE	"""":""""""""}	also	noCC	explicitIgnorance
0.85	33	target	78	33	female	English	AmE	"""":""""""""}	announce	Jayden rented a car	explicitIgnorance
0.81	34	target	78	33	female	English	AmE	"""":""""""""}	again	noCC	explicitIgnorance
0.72	35	target	78	33	female	English	AmE	"""":""""""""}	be annoyed	Olivia sleeps until noon	explicitIgnorance
0	36	target	78	33	female	English	AmE	"""":""""""""}	be right	Julian dances salsa	factL
0.79	37	target	78	33	female	English	AmE	"""":""""""""}	see	Grace visited her sister	factH
0.65	38	target	78	33	female	English	AmE	"""":""""""""}	demonstrate	Jon walks to work	factH
0.86	39	target	78	33	female	English	AmE	"""":""""""""}	prove	Josh learned to ride a bike yesterday	explicitIgnorance
0.81	40	target	78	33	female	English	AmE	"""":""""""""}	inform	Emma studied on Saturday morning	explicitIgnorance
0.83	41	target	78	33	female	English	AmE	"""":""""""""}	stop	noCC	explicitIgnorance
1	42	target	78	33	female	English	AmE	"""":""""""""}	say	Emily bought a car yesterday	factH
0.75	43	target	78	33	female	English	AmE	"""":""""""""}	hear	Tony had a drink last night	factH
0.81	1	practice	325	22	male	English	AmE	"""":""""""""}	practice	noCC	other
0	3	practice	325	22	male	English	AmE	"""":""""""""}	practice	noCC	other
0.67	5	practice	325	22	male	English	AmE	"""":""""""""}	practice	noCC	other
0	7	practice	325	22	male	English	AmE	"""":""""""""}	practice	noCC	other
0.2	10	target	325	22	male	English	AmE	"""":""""""""}	be annoyed	Zoe calculated the tip	explicitIgnorance
0.72	11	target	325	22	male	English	AmE	"""":""""""""}	cleft	noCC	explicitIgnorance
1	12	target	325	22	male	English	AmE	"""":""""""""}	controlGood1	noCC	explicitIgnorance
0.33	13	target	325	22	male	English	AmE	"""":""""""""}	hear	Frank got a cat	factL
0.61	14	target	325	22	male	English	AmE	"""":""""""""}	see	Jackson ran 10 miles	explicitIgnorance
0.27	15	target	325	22	male	English	AmE	"""":""""""""}	know	Grace visited her sister	explicitIgnorance
0.85	16	target	325	22	male	English	AmE	"""":""""""""}	confirm	Olivia sleeps until noon	explicitIgnorance
1	17	target	325	22	male	English	AmE	"""":""""""""}	controlGood2	noCC	explicitIgnorance
0.21	18	target	325	22	male	English	AmE	"""":""""""""}	reveal	Sophia got a tattoo	explicitIgnorance
0.63	19	target	325	22	male	English	AmE	"""":""""""""}	prove	Jayden rented a car	factL
0.64	20	target	325	22	male	English	AmE	"""":""""""""}	announce	Isabella ate a steak on Sunday	explicitIgnorance
0.8	21	target	325	22	male	English	AmE	"""":""""""""}	establish	Josh learned to ride a bike yesterday	factH
1	22	target	325	22	male	English	AmE	"""":""""""""}	controlGood4	noCC	other
0.63	23	target	325	22	male	English	AmE	"""":""""""""}	think	Emma studied on Saturday morning	explicitIgnorance
0.62	24	target	325	22	male	English	AmE	"""":""""""""}	controlGood3	noCC	other
0.42	25	target	325	22	male	English	AmE	"""":""""""""}	pretend	Mary is pregnant	explicitIgnorance
0.62	26	target	325	22	male	English	AmE	"""":""""""""}	suggest	Charley speaks Spanish	explicitIgnorance
0.63	27	target	325	22	male	English	AmE	"""":""""""""}	say	Josie went on vacation to France	factH
0.38	28	target	325	22	male	English	AmE	"""":""""""""}	acknowledge	Jon walks to work	explicitIgnorance
0.4	29	target	325	22	male	English	AmE	"""":""""""""}	admit	Emily bought a car yesterday	explicitIgnorance
0.3	30	target	325	22	male	English	AmE	"""":""""""""}	inform	Tony had a drink last night	explicitIgnorance
0.86	31	target	325	22	male	English	AmE	"""":""""""""}	be right	Danny ate the last cupcake	factH
0.57	32	target	325	22	male	English	AmE	"""":""""""""}	demonstrate	Mia drank 2 cocktails last night	factH
0.33	33	target	325	22	male	English	AmE	"""":""""""""}	again	noCC	explicitIgnorance
0.11	34	target	325	22	male	English	AmE	"""":""""""""}	too	noCC	explicitIgnorance
0.41	35	target	325	22	male	English	AmE	"""":""""""""}	stop	noCC	explicitIgnorance
0.1	36	target	325	22	male	English	AmE	"""":""""""""}	also	noCC	explicitIgnorance
0.19	37	target	325	22	male	English	AmE	"""":""""""""}	discover	Julian dances salsa	factL
0.18	38	target	325	22	male	English	AmE	"""":""""""""}	continue	noCC	explicitIgnorance
0.62	39	target	325	22	male	English	AmE	"""":""""""""}	confess	Owen shoveled snow last winter	factL
0.58	1	practice	319	24	male	English	AmE	"""":""""""""}	practice	noCC	other
0.81	3	practice	319	24	male	English	AmE	"""":""""""""}	practice	noCC	other
0.13	5	practice	319	24	male	English	AmE	"""":""""""""}	practice	noCC	other
0.53	7	practice	319	24	male	English	AmE	"""":""""""""}	practice	noCC	other
0.87	9	practice	319	24	male	English	AmE	"""":""""""""}	practice	noCC	other
0.1	11	practice	319	24	male	English	AmE	"""":""""""""}	practice	noCC	other
0.04	14	target	319	24	male	English	AmE	"""":""""""""}	discover	Josie went on vacation to France	explicitIgnorance
0.77	15	target	319	24	male	English	AmE	"""":""""""""}	prove	Isabella ate a steak on Sunday	explicitIgnorance
0.84	16	target	319	24	male	English	AmE	"""":""""""""}	be right	Sophia got a tattoo	factL
0.15	17	target	319	24	male	English	AmE	"""":""""""""}	know	Jackson ran 10 miles	explicitIgnorance
0.85	18	target	319	24	male	English	AmE	"""":""""""""}	see	Emily bought a car yesterday	explicitIgnorance
0.14	19	target	319	24	male	English	AmE	"""":""""""""}	again	noCC	explicitIgnorance
1	20	target	319	24	male	English	AmE	"""":""""""""}	controlGood1	noCC	explicitIgnorance
0.21	21	target	319	24	male	English	AmE	"""":""""""""}	cleft	noCC	explicitIgnorance
0.1	22	target	319	24	male	English	AmE	"""":""""""""}	also	noCC	explicitIgnorance
1	23	target	319	24	male	English	AmE	"""":""""""""}	demonstrate	Mary is pregnant	explicitIgnorance
0.98	24	target	319	24	male	English	AmE	"""":""""""""}	think	Grace visited her sister	explicitIgnorance
0.85	25	target	319	24	male	English	AmE	"""":""""""""}	stop	noCC	explicitIgnorance
0.1	26	target	319	24	male	English	AmE	"""":""""""""}	be annoyed	Jon walks to work	explicitIgnorance
0.95	27	target	319	24	male	English	AmE	"""":""""""""}	confess	Julian dances salsa	factL
1	28	target	319	24	male	English	AmE	"""":""""""""}	hear	Olivia sleeps until noon	explicitIgnorance
0.99	29	target	319	24	male	English	AmE	"""":""""""""}	reveal	Frank got a cat	explicitIgnorance
1	30	target	319	24	male	English	AmE	"""":""""""""}	suggest	Emma studied on Saturday morning	explicitIgnorance
0.07	31	target	319	24	male	English	AmE	"""":""""""""}	continue	noCC	explicitIgnorance
0.98	32	target	319	24	male	English	AmE	"""":""""""""}	announce	Mia drank 2 cocktails last night	factH
0.97	33	target	319	24	male	English	AmE	"""":""""""""}	say	Josh learned to ride a bike yesterday	factH
0.95	34	target	319	24	male	English	AmE	"""":""""""""}	acknowledge	Owen shoveled snow last winter	explicitIgnorance
1	35	target	319	24	male	English	AmE	"""":""""""""}	controlGood4	noCC	other
0.37	36	target	319	24	male	English	AmE	"""":""""""""}	controlGood3	noCC	other
0.95	37	target	319	24	male	English	AmE	"""":""""""""}	pretend	Danny ate the last cupcake	factH
0.94	38	target	319	24	male	English	AmE	"""":""""""""}	inform	Jayden rented a car	factH
1	39	target	319	24	male	English	AmE	"""":""""""""}	controlGood2	noCC	explicitIgnorance
0.98	40	target	319	24	male	English	AmE	"""":""""""""}	confirm	Zoe calculated the tip	explicitIgnorance
0.13	41	target	319	24	male	English	AmE	"""":""""""""}	too	noCC	explicitIgnorance
0.93	42	target	319	24	male	English	AmE	"""":""""""""}	establish	Charley speaks Spanish	factL
0.99	43	target	319	24	male	English	AmE	"""":""""""""}	admit	Tony had a drink last night	factL
1	1	practice	199	25	male	English	AmE	"""":""""""""}	practice	noCC	other
0	3	practice	199	25	male	English	AmE	"""":""""""""}	practice	noCC	other
0.69	5	practice	199	25	male	English	AmE	"""":""""""""}	practice	noCC	other
0	7	practice	199	25	male	English	AmE	"""":""""""""}	practice	noCC	other
0.08	10	target	199	25	male	English	AmE	"""":""""""""}	continue	noCC	explicitIgnorance
0.18	11	target	199	25	male	English	AmE	"""":""""""""}	know	Grace visited her sister	factL
0.91	12	target	199	25	male	English	AmE	"""":""""""""}	prove	Tony had a drink last night	explicitIgnorance
0.37	13	target	199	25	male	English	AmE	"""":""""""""}	demonstrate	Sophia got a tattoo	explicitIgnorance
1	14	target	199	25	male	English	AmE	"""":""""""""}	controlGood4	noCC	other
0.93	15	target	199	25	male	English	AmE	"""":""""""""}	confirm	Josh learned to ride a bike yesterday	explicitIgnorance
0.12	16	target	199	25	male	English	AmE	"""":""""""""}	think	Jon walks to work	explicitIgnorance
0	17	target	199	25	male	English	AmE	"""":""""""""}	acknowledge	Julian dances salsa	explicitIgnorance
1	18	target	199	25	male	English	AmE	"""":""""""""}	controlGood2	noCC	explicitIgnorance
0	19	target	199	25	male	English	AmE	"""":""""""""}	also	noCC	explicitIgnorance
0.01	20	target	199	25	male	English	AmE	"""":""""""""}	establish	Zoe calculated the tip	factH
0.65	21	target	199	25	male	English	AmE	"""":""""""""}	hear	Mia drank 2 cocktails last night	factH
0.21	22	target	199	25	male	English	AmE	"""":""""""""}	be right	Jackson ran 10 miles	explicitIgnorance
0	23	target	199	25	male	English	AmE	"""":""""""""}	announce	Danny ate the last cupcake	explicitIgnorance
0.83	24	target	199	25	male	English	AmE	"""":""""""""}	cleft	noCC	explicitIgnorance
0.02	25	target	199	25	male	English	AmE	"""":""""""""}	stop	noCC	explicitIgnorance
0.58	26	target	199	25	male	English	AmE	"""":""""""""}	discover	Olivia sleeps until noon	factH
0.04	27	target	199	25	male	English	AmE	"""":""""""""}	confess	Owen shoveled snow last winter	explicitIgnorance
0.92	28	target	199	25	male	English	AmE	"""":""""""""}	pretend	Josie went on vacation to France	factL
0.94	29	target	199	25	male	English	AmE	"""":""""""""}	controlGood1	noCC	explicitIgnorance
0	30	target	199	25	male	English	AmE	"""":""""""""}	see	Frank got a cat	explicitIgnorance
0.93	31	target	199	25	male	English	AmE	"""":""""""""}	say	Emily bought a car yesterday	explicitIgnorance
0	32	target	199	25	male	English	AmE	"""":""""""""}	again	noCC	explicitIgnorance
0.82	33	target	199	25	male	English	AmE	"""":""""""""}	reveal	Emma studied on Saturday morning	factH
0.04	34	target	199	25	male	English	AmE	"""":""""""""}	too	noCC	explicitIgnorance
0.32	35	target	199	25	male	English	AmE	"""":""""""""}	admit	Mary is pregnant	explicitIgnorance
0.02	36	target	199	25	male	English	AmE	"""":""""""""}	inform	Isabella ate a steak on Sunday	factL
0	37	target	199	25	male	English	AmE	"""":""""""""}	suggest	Jayden rented a car	explicitIgnorance
0.19	38	target	199	25	male	English	AmE	"""":""""""""}	controlGood3	noCC	other
0.16	39	target	199	25	male	English	AmE	"""":""""""""}	be annoyed	Charley speaks Spanish	factL
1	1	practice	382	68	female	English	AmE	"""":""""""""}	practice	noCC	other
0	3	practice	382	68	female	English	AmE	"""":""""""""}	practice	noCC	other
1	5	practice	382	68	female	English	AmE	"""":""""""""}	practice	noCC	other
0	7	practice	382	68	female	English	AmE	"""":""""""""}	practice	noCC	other
0.92	10	target	382	68	female	English	AmE	"""":""""""""}	confirm	Frank got a cat	explicitIgnorance
0.78	11	target	382	68	female	English	AmE	"""":""""""""}	pretend	Mia drank 2 cocktails last night	factL
1	12	target	382	68	female	English	AmE	"""":""""""""}	be right	Emma studied on Saturday morning	explicitIgnorance
1	13	target	382	68	female	English	AmE	"""":""""""""}	discover	Danny ate the last cupcake	explicitIgnorance
1	14	target	382	68	female	English	AmE	"""":""""""""}	acknowledge	Owen shoveled snow last winter	explicitIgnorance
0	15	target	382	68	female	English	AmE	"""":""""""""}	too	noCC	explicitIgnorance
0	16	target	382	68	female	English	AmE	"""":""""""""}	continue	noCC	explicitIgnorance
1	17	target	382	68	female	English	AmE	"""":""""""""}	controlGood4	noCC	other
0.96	18	target	382	68	female	English	AmE	"""":""""""""}	establish	Jayden rented a car	factH
0.05	19	target	382	68	female	English	AmE	"""":""""""""}	inform	Mary is pregnant	factL
1	20	target	382	68	female	English	AmE	"""":""""""""}	say	Sophia got a tattoo	explicitIgnorance
0.07	21	target	382	68	female	English	AmE	"""":""""""""}	be annoyed	Olivia sleeps until noon	explicitIgnorance
1	22	target	382	68	female	English	AmE	"""":""""""""}	controlGood1	noCC	explicitIgnorance
1	23	target	382	68	female	English	AmE	"""":""""""""}	confess	Grace visited her sister	explicitIgnorance
0.01	24	target	382	68	female	English	AmE	"""":""""""""}	stop	noCC	explicitIgnorance
1	25	target	382	68	female	English	AmE	"""":""""""""}	hear	Jon walks to work	explicitIgnorance
0	26	target	382	68	female	English	AmE	"""":""""""""}	also	noCC	explicitIgnorance
1	27	target	382	68	female	English	AmE	"""":""""""""}	know	Josie went on vacation to France	explicitIgnorance
0.9	28	target	382	68	female	English	AmE	"""":""""""""}	see	Charley speaks Spanish	explicitIgnorance
1	29	target	382	68	female	English	AmE	"""":""""""""}	reveal	Josh learned to ride a bike yesterday	factH
0.05	30	target	382	68	female	English	AmE	"""":""""""""}	cleft	noCC	explicitIgnorance
